"id","customer_id","month","name","age","ssn","occupation","annual_income","monthly_inhand_salary","num_bank_accounts","num_credit_card","interest_rate","num_of_loan","delay_from_due_date","num_of_delayed_payment","changed_credit_limit","num_credit_inquiries","credit_mix","outstanding_debt","credit_utilization_ratio","credit_history_age","payment_of_min_amount","total_emi_per_month","amount_invested_monthly","payment_behaviour","monthly_balance","target","year_month","proposal_end_date"
"0x207b1",CUS_0x1abe,April,Scheyderd,45.0,"744-16-3832",Lawyer,14909.4,1177.45,6.0,7.0,24.0,2.0,19.0,10.0,16.49,8.0,Standard,1992.2,28.44754,134,Yes,13.069308,95.252594,Low_spent_Medium_value_payments,291.9707,1,202404,""
"0x18462",CUS_0x3033,January,Tommyl,55.0,"159-13-7415",Teacher,97635.87,7897.3223,3.0,4.0,12.0,141.0,18.0,8.0,7.17,4.0,Good,1298.97,40.40805,304,No,213.86565,195.99998,High_spent_Medium_value_payments,629.86664,0,202401,""
"0x5cf2",CUS_0x1604,May,Sam Forgioneb,43.0,"078-26-7485",Developer,16632.744,3093.745,,3.0,6.0,1.0,0.0,0.0,6.24,7.0,Good,1415.37,39.32988,253,No,7.9916506,29.777271,High_spent_Medium_value_payments,333.1373,0,202405,""
"0x24d44",CUS_0x1a5c,July,Jedb,40.0,"691-48-1115",Mechanic,10585.1,590.0917,8.0,4.0,6.0,4.0,27.0,8.0,8.85,5.0,Standard,0.56,28.514965,155,Yes,29.541637,31.408268,Low_spent_Large_value_payments,268.05927,0,202407,""
"0x1fbc",CUS_0x8208,July,Jonathan Spicers,36.0,"084-02-0981",Teacher,94454.1,8102.175,1.0,4.0,5.0,3.0,9.0,8.0,1.63,6.0,Good,1342.61,28.375591,363,No,152.5069,258.75247,High_spent_Large_value_payments,738.3322,0,202407,""
"0x1db10",CUS_0x2771,March,Woodallb,19.0,"226-27-9498",Accountant,70674.6,5665.55,7.0,6.0,28.0,6.0,3.0,19.0,12.67,7.0,"",2102.97,37.13359,217,Yes,204.22966,168.19531,High_spent_Medium_value_payments,444.13004,1,202403,""
"0x1e582",CUS_0x26da,January,Alwyn Scottz,39.0,"957-74-9111",Doctor,16833.105,3093.745,5.0,5.0,4.0,4.0,7.0,14.0,10.99,1.0,Good,35.71,37.001396,230,No,51.702938,88.45423,Low_spent_Small_value_payments,304.1187,0,202401,""
"0xaaad",CUS_0x77ad,August,"",26.0,"634-33-9227",Entrepreneur,26299.08,3093.745,3.0,7.0,9.0,3.0,26.0,13.0,5.07,3.0,Standard,397.04,29.911432,219,Yes,41.098675,93.54146,Low_spent_Small_value_payments,404.41888,0,202408,""
"0x25759",CUS_0x1ab8,August,Chuckh,23.0,"777-84-6423",Doctor,87106.32,7181.34,6.0,4.0,10.0,1.0,28.0,20.0,11.34,4.0,Standard,729.69,30.839674,359,Yes,49.311127,135.92567,Low_spent_Medium_value_payments,204.47377,0,202408,""
"0x131aa",CUS_0x7ea0,May,Timothyr,28.0,"944-28-2927",Musician,20273.53,1427.4608,3.0,5.0,15.0,4.0,26.0,15.0,8.03,6.0,Standard,1278.4,38.52908,164,Yes,40.67137,100.24724,Low_spent_Small_value_payments,291.82748,1,202405,""
"0x273d",CUS_0x7f61,August,Saphirq,26.0,"707-44-1618",Doctor,68742.75,5902.5625,7.0,4.0,20.0,-100.0,25.0,19.0,11.04,8.0,Standard,651.38,30.36667,168,Yes,89.65741,235.23796,Low_spent_Medium_value_payments,545.3609,0,202408,""
"0x17e4f",CUS_0xc3ce,June,"",45.8,#F%$D@*&8,Media_Manager,18995.115,3093.745,5.0,3.0,6.0,3.0,4.0,-3.0,7.86,3.0,Good,1077.49,28.649582,332,No,44.179386,139.77885,Low_spent_Medium_value_payments,236.0344,0,202406,""
"0x770b",CUS_0x6678,February,Sitaraman Shankarp,31.0,"798-42-4298",Manager,109122.21,8895.518,3.0,6.0,3.0,3.0,9.0,12.0,7.32,3.0,Good,1189.51,36.089775,333,No,199.7216,260.20474,Low_spent_Medium_value_payments,709.62537,0,202402,""
"0x1ec6c",CUS_0xc599,July,"",20.0,"407-33-2562",Media_Manager,14639.215,1209.9346,4.0,7.0,18.0,4.0,23.0,16.0,9.32,7.0,Standard,879.98,27.514694,163,Yes,40.18863,124.13165,Low_spent_Small_value_payments,246.67319,0,202407,""
"0x16013",CUS_0xa94f,June,Nicolacij,36.0,"375-86-0761",Journalist,56340.6,4837.05,3.0,1.0,12.0,1.0,7.0,11.0,11.51,3.0,Good,538.87,29.240227,284,No,17478.0,172.15002,High_spent_Medium_value_payments,534.7458,0,202406,""
"0x1847f",CUS_0x727f,June,Lawlerj,32.0,"207-69-0724",Teacher,82183.34,6731.612,4.0,1.0,11.0,4.0,17.0,4.0,4.05,5.0,"",1421.54,40.420467,237,No,248.13727,308.90765,High_spent_Small_value_payments,376.11624,0,202406,""
"0x186a",CUS_0xb986,May,Simon Jessope,14.0,"180-88-7800",Developer,39887.22,3224.935,9.0,9.0,16.0,5.0,54.0,19.0,17.25,14.0,Bad,3119.6,36.970608,153,Yes,133.47084,96.09548,High_spent_Medium_value_payments,342.9272,1,202405,""
"0xdf26",CUS_0x544f,January,Krielc,37.0,"358-15-3403",Journalist,28585.38,3093.745,9.0,7.0,19.0,2.0,57.0,17.0,11.62,9.0,Bad,2423.96,38.066444,201,Yes,43.833294,23.578758,High_spent_Large_value_payments,406.19943,1,202401,""
"0x17b5d",CUS_0x60d,August,Langef,28.0,"994-11-0278",Architect,35511.53,3154.2942,6.0,4.0,20.0,3.0,7.0,16.0,14.09,0.0,Standard,1109.03,39.98259,297,Yes,69.96656,64.85775,High_spent_Medium_value_payments,430.6051,0,202408,""
"0x1b86f",CUS_0xc6e,June,Suzannep,20.0,#F%$D@*&8,Engineer,60489.88,4996.823,4.0,5.0,5.0,2.0,1.0,14.0,9.48,4.0,Standard,465.98,27.228142,302,No,88.90734,135.92567,High_spent_Small_value_payments,339.4269,0,202406,""
"0x17466",CUS_0xe3f,January,Koh Guid,15.0,"803-04-3619",Engineer,109370.55,3093.745,4.0,6.0,5.0,1.0,13.0,12.0,14.43,5.0,Standard,1387.19,40.246696,189,Yes,86.823586,176.34215,High_spent_Large_value_payments,880.4555,0,202401,""
"0x11593",CUS_0x1640,February,"",27.0,"386-11-7632",Teacher,102910.11,8707.843,7.0,6.0,11.0,2.0,29.0,15.0,19.1,5.0,Standard,930.24,37.08299,238,Yes,166.04832,281.2663,High_spent_Medium_value_payments,673.4696,0,202402,""
"0x15ab7",CUS_0x36ec,February,Carlos Ruanoy,32.0,"837-30-3669",Accountant,31700.3,2444.6917,10.0,8.0,16.0,5.0,25.0,19.0,8.78,7.0,Standard,2482.73,37.32798,104,Yes,66.86612,173.0741,Low_spent_Large_value_payments,274.52896,0,202402,""
"0x23b7b",CUS_0x9151,February,Shermanb,20.0,"943-19-5918",Developer,130682.94,10605.245,2.0,5.0,1.0,4.0,14.0,9.0,4.1,3.0,Good,752.98,37.987793,345,No,263.38144,354.54565,High_spent_Small_value_payments,702.5974,0,202402,""
"0x15690",CUS_0xab01,July,Andrew Longstrethd,32.0,"775-12-8331",Writer,62574.16,5004.513,10.0,8.0,16.0,-100.0,36.0,19.0,18.77,12.0,Bad,3697.41,28.708155,153,Yes,241.35524,340.45535,Low_spent_Small_value_payments,208.64073,0,202407,""
"0x1f2d8",CUS_0x2390,July,Doeringh,21.0,"020-36-4985",Musician,7314.55,794.54584,10.0,6.0,31.0,4.0,43.8,24.0,6.39,6.0,Bad,2096.83,36.14195,235,Yes,18.363945,73.17175,Low_spent_Medium_value_payments,267.91888,0,202407,""
"0x50d0",CUS_0x3434,July,"""Eileen OGrady""t",17.0,"431-10-5110",Teacher,20380.41,1581.3676,7.0,6.0,29.0,4.0,26.0,24.0,4.2,12.0,Bad,1791.56,27.929983,160,Yes,63.64413,203.9803,Low_spent_Small_value_payments,180.51231,1,202407,""
"0x17c18",CUS_0x575d,March,Dmitry Zhdannikovp,31.0,"910-44-2354",Media_Manager,88325.84,7622.487,7.0,3.0,12.0,3.0,20.0,14.0,9.4,3.0,Standard,780.59,38.50277,360,No,186.59865,350.20905,High_spent_Small_value_payments,485.44095,0,202403,""
"0x1d0c4",CUS_0x522c,July,"",,"989-63-4213",Entrepreneur,16204.64,1596.3867,4.0,5.0,7.0,1.0,12.0,22.0,8.97,6.0,Good,83.9,28.865149,259,No,8.8970175,135.92567,Low_spent_Small_value_payments,324.6019,1,202407,""
"0x182ad",CUS_0x7148,August,Papadimasc,32.0,"938-65-7628",Engineer,14828.19,1413.6346,5.0,5.0,17.0,5.0,29.0,17.0,19.21,10.0,Standard,2646.26,26.57815,165,Yes,86.73102,44.82549,High_spent_Small_value_payments,301.75964,0,202408,""
"0x12937",CUS_0x4bbb,February,Alexei Oreskovicj,24.0,"422-72-6325",Lawyer,43608.18,3531.015,8.0,8.0,23.0,6.0,27.0,20.0,9.4,7.0,Bad,1492.88,34.586075,237,Yes,169.5421,349.9935,Low_spent_Medium_value_payments,113.56591,1,202402,""
"0x5562",CUS_0x950d,January,Robinx,38.0,"205-57-7066",Developer,28253.72,2460.4766,4.0,6.0,14.0,0.0,18.0,12.0,4.93,2.0,Standard,1098.38,29.362778,387,Yes,0.0,66.78412,High_spent_Small_value_payments,439.26355,0,202401,""
"0xc0ef",CUS_0x5764,June,Sublerm,,"672-84-3682",Media_Manager,14469.88,1382.8234,10.0,10.0,29.0,9.0,43.0,27.0,5.35,15.0,Bad,3349.7,24.5955,100,Yes,61.642723,57.172676,Low_spent_Large_value_payments,289.46695,0,202406,""
"0x5e62",CUS_0x44fc,January,Hyunjooi,26.0,"736-91-2621",Journalist,132662.22,10872.185,,6.0,5.0,-100.0,24.0,14.0,7.63,3.0,Good,1493.5,38.2059,212,No,356.14294,215.54863,High_spent_Large_value_payments,755.5269,1,202401,""
"0x2573e",CUS_0x9d04,May,Catherine Bosleyn,47.0,"069-49-1031",Developer,93841.65,8115.1377,,3.0,6.0,1.0,25.0,10.0,1.08,2.0,Good,1042.2,38.07832,185,No,52.686573,104.498344,High_spent_Large_value_payments,894.32886,1,202405,""
"0x65d6",CUS_0xbccb,January,Natep,44.0,"514-06-0714",Engineer,41535.69,3622.3076,,4.0,12.0,0.0,22.0,2.0,4.45,3.0,Good,1077.75,28.948608,327,No,0.0,112.35887,High_spent_Medium_value_payments,488.83774,1,202401,""
"0x169aa",CUS_0x9bbe,January,"",40.0,"487-03-4362",Media_Manager,105239.46,8895.955,7.0,5.0,14.0,2.0,16.0,14.0,15.89,5.0,Standard,1369.89,26.105852,161,Yes,171.1657,1074.7345,Low_spent_Small_value_payments,336.71918,0,202401,""
"0x1e494",CUS_0xce1,March,"",39.0,"035-74-7118",Scientist,31256.02,2841.6682,3.0,4.0,19.0,7.0,28.0,15.0,14.76,6.0,Standard,2408.4,28.033855,66,Yes,122.852425,42.234554,High_spent_Large_value_payments,359.07986,1,202403,""
"0x20580",CUS_0x856b,July,Taigaz,47.0,"653-14-2514",Developer,85368.27,3093.745,2.0,3.0,9.0,-100.0,12.0,6.0,11.56,3.0,Good,840.94,38.752598,385,No,159.80963,256.46255,High_spent_Medium_value_payments,522.63007,0,202407,""
"0x1271c",CUS_0x90e2,March,Freifeldf,40.0,"767-53-7638",Architect,27377.06,1989.4216,5.0,7.0,15.0,4.0,28.0,14.0,5.48,7.0,Standard,982.91,37.746365,225,Yes,57.316696,135.92567,Low_spent_Small_value_payments,292.9564,0,202403,""
"0xc803",CUS_0xaf4c,June,Baker Sineade,48.0,"056-43-1372",Architect,35722.977,3373.924,1.0,3.0,1.0,0.0,10.0,6.0,7.75,2.0,Good,615.05,40.38321,220,No,0.0,103.0859,High_spent_Large_value_payments,491.3035,0,202406,""
"0xc63c",CUS_0x72b7,July,Moonz,39.0,"456-62-9690",Architect,128141.19,3093.745,4.0,4.0,3.0,2.0,8.0,10.0,11.42,0.0,Good,198.77,44.592457,219,No,121.577705,141.26868,High_spent_Medium_value_payments,1068.3969,0,202407,""
"0x151e6",CUS_0xba94,January,Annikav,42.0,"607-98-2198",Entrepreneur,18675.65,1548.3042,3.0,6.0,18.0,2.0,8.0,18.0,11.52,7.0,Standard,1352.15,25.721203,94,Yes,16.528704,173.99968,Low_spent_Small_value_payments,254.30203,0,202401,""
"0x9120",CUS_0xb163,July,Zaida Espanar,42.0,"085-73-7726",Architect,101029.59,8224.133,3.0,5.0,9.0,3.0,32.0,15.0,10.02,5.0,Standard,267.98,37.297478,169,Yes,192.89502,59.46267,High_spent_Large_value_payments,810.05554,0,202407,""
"0x1b046",CUS_0x404d,May,rendao,27.0,"417-58-6844",Scientist,58132.12,4944.3433,10.0,10.0,30.0,8.0,37.2,23.0,23.23,12.0,Bad,3325.82,29.888512,167,Yes,254.75768,65.18462,High_spent_Medium_value_payments,424.49203,1,202405,""
"0x1a341",CUS_0x7ae1,August,Schnurra,22.0,"416-76-5161",Teacher,23939.93,2156.9941,6.0,3.0,6.0,1.0,30.0,15.0,6.39,2.0,Standard,457.78,28.060898,264,No,40.64594,52.54464,Low_spent_Large_value_payments,419.36807,0,202408,""
"0xdfdf",CUS_0x57a7,June,Harro Teni,18.0,"187-24-6312",Scientist,14291.24,3093.745,6.0,10.0,32.0,6.0,23.0,17.0,2.66,6.0,Bad,2527.84,31.831305,201,Yes,68.47068,151.56267,Low_spent_Small_value_payments,199.16032,0,202406,""
"0x13f50",CUS_0x632f,July,Skariachann,33.0,"237-14-5884",Lawyer,40835.65,3173.971,5.0,2.0,1.0,0.0,10.0,14.0,6.42,3.0,Good,1395.47,23.612724,358,No,0.0,280.70813,Low_spent_Small_value_payments,326.68896,0,202407,""
"0x22a86",CUS_0xb593,May,Fletcherj,26.0,"476-56-7499",Mechanic,7744.305,3093.745,10.0,8.0,24.0,6.0,29.0,24.0,20.684,13.0,Bad,3129.692,36.164665,20,Yes,25.562382,25.76897,High_spent_Small_value_payments,275.70453,1,202405,""
"0x1f9ff",CUS_0x80fd,February,Berniez,36.0,"203-81-2427",Developer,41509.62,3413.135,7.0,8.0,23.0,6.0,33.0,14.0,13.98,10.0,"",2435.57,32.912,194,Yes,156.06564,38.754745,High_spent_Medium_value_payments,396.4931,1,202402,""
"0x764c",CUS_0x210f,March,Farahf,36.0,"522-83-5666",Scientist,24376.2,2278.35,4.0,7.0,10.0,1.0,11.0,16.0,8.3,1.0,"",1109.03,30.516724,259,Yes,10.835929,127.15844,High_spent_Small_value_payments,349.84064,0,202403,""
"0x6780",CUS_0xa53,July,"",36.0,"243-69-8365",Musician,107289.36,9031.78,6.0,4.0,7.0,3.0,9.0,9.0,7.77,5.0,Standard,815.62,24.059177,279,No,207.77773,775.0864,Low_spent_Medium_value_payments,200.31386,0,202407,""
"0x21de8",CUS_0x209a,March,Giseldaz,20.0,"472-99-1273",Architect,34977.92,2670.8267,6.0,4.0,3.0,4.0,7.0,14.0,4.29,4.0,Good,992.64,32.962166,211,No,95.274605,167.9141,Low_spent_Small_value_payments,293.89395,0,202403,""
"0x58e0",CUS_0x8cd3,July,"",21.0,"928-21-7408",Manager,105556.38,8962.365,5.0,5.0,10.0,0.0,24.0,9.0,9.4,4.0,Standard,770.97,42.091892,208,Yes,0.0,395.77704,Low_spent_Medium_value_payments,780.4595,0,202407,""
"0x1bb27",CUS_0x37bd,June,"",33.0,"849-09-5390",Lawyer,61796.0,3093.745,3.0,5.0,11.0,3.0,27.0,12.0,7.64,7.0,Standard,2472.48,35.54031,66,Yes,117.46255,231.85434,High_spent_Small_value_payments,413.2498,0,202406,""
"0x4f44",CUS_0x10ff,July,Murait,36.0,"149-03-5931",Accountant,16341.075,1292.7562,4.0,4.0,6.0,2.0,7.0,20.0,11.63,4.0,"",684.05,25.545282,219,No,16.96046,157.91159,Low_spent_Small_value_payments,244.40356,0,202407,""
"0xd4d1",CUS_0x9ab4,August,Chavez-Dreyfusse,35.0,"969-17-4818",Scientist,96650.64,8197.22,3.0,7.0,12.0,-100.0,24.0,16.0,2.18,2.0,Standard,1326.64,38.671165,394,No,223.15056,127.95877,High_spent_Large_value_payments,708.6127,0,202408,""
"0x14323",CUS_0x88fa,February,Kreijgerg,28.0,"122-25-1035",Entrepreneur,17642.1,1386.175,2.0,7.0,7.0,3.0,15.0,3.0,4.0,1.0,Good,548.31,28.48606,261,No,38.90271,163.3403,Low_spent_Small_value_payments,225.75677,0,202402,""
"0x12140",CUS_0x1ebc,March,Katharinap,,"657-98-2592",Manager,122307.96,10230.33,1.0,5.0,5.8,0.0,1.0,10.0,2.31,4.0,Good,630.24,40.516525,322,No,0.0,882.3936,Low_spent_Medium_value_payments,420.63937,0,202403,""
"0x19fa0",CUS_0x54d6,March,ewich Poornimaq,19.0,"881-78-4378",Media_Manager,107591.79,8769.982,5.0,4.0,5.0,4.0,9.0,7.0,0.84,2.0,Good,10.54,27.40311,307,No,263.09335,777.6265,Low_spent_Large_value_payments,106.27836,0,202403,""
"0x75f9",CUS_0xb298,April,Framkel,24.0,"741-31-0979",Writer,78024.96,6746.08,6.0,9.0,32.0,5.0,28.0,23.0,24.34,6.0,Bad,3060.156,27.076338,152,Yes,301.07062,135.92567,High_spent_Large_value_payments,490.3909,0,202404,""
"0x1e156",CUS_0xa47c,January,"",34.0,"379-65-6305",Developer,58248.33,4722.0273,8.0,6.0,33.0,5.0,25.0,22.0,18.38,12.0,Bad,1528.09,25.248793,79,Yes,213.87654,180.39111,Low_spent_Large_value_payments,347.93512,1,202401,""
"0x46ed",CUS_0xacc7,August,Andy Brucet,26.0,"417-24-5530",Lawyer,92428.83,7799.4023,5.0,6.0,17.0,0.0,18.0,20.0,6.16,5.0,"",1396.62,41.83737,315,Yes,0.0,242.86858,High_spent_Small_value_payments,797.07166,0,202408,""
"0x1910a",CUS_0x7d2c,January,Victoriad,18.0,"633-08-0119",Manager,76689.8,3093.745,3.0,6.0,8.0,6.0,2.0,15.0,14.7,6.0,Standard,1150.54,38.30156,89,Yes,217.61304,58.199917,High_spent_Large_value_payments,632.5687,0,202401,""
"0x15805",CUS_0x2ab3,August,Steveng,16.0,"928-63-7229",Musician,35891.33,3093.745,5.0,4.0,9.0,3.0,30.0,13.0,9.4,5.0,Standard,638.27,34.558224,101,Yes,240.39404,264.55402,Low_spent_Medium_value_payments,268.6198,0,202408,""
"0x1a7ca",CUS_0x6dde,May,David Henryo,22.0,"424-80-0379",Journalist,18623.07,3093.745,10.0,7.0,33.0,7.0,21.0,24.0,3.28,12.0,"",1354.83,25.290773,236,Yes,60.556034,47.558403,Low_spent_Medium_value_payments,346.57782,1,202405,""
"0xd940",CUS_0x35c8,March,Nicku,17.0,"056-54-2895",Musician,73947.24,6008.27,9.0,8.0,21.0,7.0,55.0,20.0,2.6,6.0,Bad,2691.9,24.987371,219,Yes,306.617,227.33904,High_spent_Medium_value_payments,316.87094,1,202403,""
"0x1a880",CUS_0xa1a8,July,Roumeliotisb,38.0,"070-04-3134",Accountant,35033.11,3041.4258,3.0,5.0,17.0,4.0,21.0,17.0,19.48,6.0,"",44.59,22.914062,287,Yes,86.86377,153.54803,Low_spent_Large_value_payments,333.73077,0,202407,""
"0xc1bd",CUS_0xaa80,August,Andrew Torchiai,43.0,"313-02-7200",Writer,55242.99,4660.5825,9.0,9.0,21.0,9.0,23.0,23.0,26.39,7.0,Bad,4173.89,33.76628,35,Yes,366.03787,146.42278,High_spent_Medium_value_payments,203.59763,0,202408,""
"0xf17c",CUS_0xd91,March,Olaoyes,38.0,"242-15-8827",Musician,93939.36,8023.28,5.0,6.0,5.0,1.0,8.0,9.0,1.72,2.0,Standard,231.85,28.73496,352,Yes,71.12946,186.62553,High_spent_Large_value_payments,784.573,0,202403,""
"0x1d78b",CUS_0x63fe,February,Grantn,35.0,"685-81-8221",Mechanic,35062.63,2995.8857,,5.0,7.0,0.0,22.0,5.0,7.43,3.0,Good,971.25,38.553226,219,No,0.0,77.97886,High_spent_Small_value_payments,481.6097,1,202402,""
"0x6535",CUS_0x8562,August,Lefteris Papadimasj,26.0,"860-07-0221",Musician,29441.78,2192.4817,8.0,6.0,23.0,7.0,35.0,18.0,-3.57,10.0,Bad,3727.23,39.564194,141,Yes,111.416954,35.854057,High_spent_Large_value_payments,311.97714,1,202408,""
"0x1a9aa",CUS_0x32df,May,Lesleyo,54.0,"520-87-0094",Entrepreneur,82969.92,6694.16,4.0,5.0,20.0,1.0,8.0,15.0,7.81,1.0,Standard,822.11,36.37265,187,No,42.327576,144.54082,High_spent_Large_value_payments,722.5476,0,202405,""
"0x1b079",CUS_0x4318,August,Prodhang,31.0,"381-45-4862",Accountant,33445.01,2663.0842,6.0,4.0,9.0,0.0,8.0,12.0,4.82,1.0,"",1150.39,26.113174,392,No,0.0,106.5547,Low_spent_Large_value_payments,429.75372,0,202408,""
"0x19d9c",CUS_0x99d9,March,Laurenceu,38.0,"248-26-6478",Media_Manager,19850.31,1688.1925,6.0,7.0,15.0,5.0,40.0,24.0,6.57,10.0,Bad,3531.0,28.204905,168,Yes,74.865456,157.68416,Low_spent_Small_value_payments,226.26964,1,202403,""
"0xfadb",CUS_0xbec0,February,Josephines,19.0,"186-66-2426",Writer,78006.32,3093.745,9.0,5.0,23.0,-100.0,25.0,19.0,17.9,8.0,Bad,2233.16,33.499077,9,Yes,274.4334,567.2394,Low_spent_Medium_value_payments,78.279854,0,202402,""
"0x69fc",CUS_0x4339,July,"",34.0,"121-23-1967",Developer,135596.28,11343.69,4.0,3.0,12.0,1.0,17.0,12.0,3.85,3.0,Standard,298.74,42.493713,196,No,111.115715,195.12817,High_spent_Large_value_payments,1068.1251,1,202407,""
"0x1bca6",CUS_0x927e,May,Jessica Toonkelq,54.0,"445-77-0108",Writer,31306.48,3093.745,9.0,7.0,7.0,0.0,23.0,14.0,9.38,2.0,"",1026.13,28.565666,239,Yes,0.0,179.07707,Low_spent_Large_value_payments,334.11026,0,202405,""
"0x8221",CUS_0x5048,August,Paritosh Bansalw,19.0,"986-86-6614",Doctor,172792.69,5419.7534,4.0,5.0,11.0,-100.0,2.0,5.0,11.61,7.0,Good,316.33,30.635435,282,No,356.93164,312.58237,High_spent_Small_value_payments,1009.425,1,202408,""
"0xb18e",CUS_0x2493,May,Ananthalakshmik,40.6,#F%$D@*&8,Teacher,30592.38,2583.365,6.0,7.0,8.0,0.0,11.0,16.0,0.58,2.0,Standard,1288.12,31.00053,231,No,0.0,223.59029,Low_spent_Medium_value_payments,314.74622,1,202405,""
"0x22aab",CUS_0x33aa,June,Soyoungr,32.0,"671-34-5569",Musician,35843.92,3093.745,10.0,10.0,34.0,6.0,22.0,19.0,15.39,12.0,Bad,3901.4,37.521915,34,Yes,156.66673,61.20352,High_spent_Small_value_payments,342.72906,0,202406,""
"0x40da",CUS_0x4b23,January,Luciana Lopezk,26.0,"075-54-1956",Teacher,39471.98,3166.3318,5.0,3.0,21.0,4.0,9.0,10.0,10.74,5.0,Standard,2244.32,26.056717,160,Yes,77.35697,425.79514,Low_spent_Small_value_payments,103.481064,1,202401,""
"0x102be",CUS_0x797,May,ernie Woodallu,19.0,#F%$D@*&8,Developer,42846.39,3670.5325,8.0,6.0,22.0,7.0,11.0,18.0,18.44,10.0,Standard,1745.53,22.724905,150,Yes,146.5273,206.95021,!@9#%8,283.57574,1,202405,""
"0x13790",CUS_0x679e,March,McCrankm,18.0,"733-65-8835",Teacher,29258.69,3093.745,7.0,7.0,16.8,7.0,27.0,12.0,8.37,9.0,Standard,1285.35,25.552937,151,Yes,164.08147,23.730623,High_spent_Large_value_payments,325.9103,0,202403,""
"0xaef7",CUS_0x159f,February,Millikenw,33.0,"554-38-9690",Engineer,26625.58,3093.745,6.0,6.0,9.0,-17.0,11.0,8.0,18.59,4.0,"",1317.79,30.662737,219,Yes,122.63452,82.81465,Low_spent_Large_value_payments,280.73065,0,202402,""
"0x91c6",CUS_0x39d6,May,Dorisn,31.0,"297-98-4713",Writer,17416.5,1560.375,6.0,7.0,31.0,6.0,5.0,12.0,12.9,12.0,Standard,2505.52,22.648739,222,Yes,65.222984,82.47494,Low_spent_Small_value_payments,258.30057,1,202405,""
"0x5172",CUS_0x765b,January,"",35.0,"499-40-6829",Musician,20051.92,1845.9933,5.0,2.0,4.0,2.0,6.0,3.0,6.09,0.0,Good,83.96,24.076654,298,No,30.305906,143.57584,Low_spent_Large_value_payments,280.7176,0,202401,""
"0x17e12",CUS_0x1b0f,May,Euanp,28.0,"726-95-5073",Accountant,33559.26,2732.605,6.0,8.0,20.0,3.0,16.0,20.0,15.71,12.0,Bad,2115.47,33.306152,105,Yes,77.763855,128.66112,High_spent_Small_value_payments,326.8355,1,202405,""
"0xd9af",CUS_0xc70,June,McCoolz,30.0,"540-26-9440",Scientist,40566.32,3498.5266,4.0,7.0,20.0,3.0,21.0,20.0,8.92,10.0,Standard,1366.41,27.213316,223,Yes,78.290054,61.00871,High_spent_Large_value_payments,450.5539,0,202406,""
"0x190d0",CUS_0x7e8d,March,Michelle Sierrai,35.0,"162-25-0998",Media_Manager,39369.68,3044.8066,8.0,6.4,33.0,7.0,20.0,18.0,22.88,12.0,Bad,3290.93,37.425606,105,Yes,152.55432,70.3508,High_spent_Medium_value_payments,290.44818,0,202403,""
"0x172db",CUS_0x7cb5,February,"SaPinto""m",42.0,"200-55-8206",Manager,30984.66,2547.055,7.0,6.0,18.0,0.0,23.0,15.0,6.0,4.0,Standard,473.86,30.086996,316,No,0.0,91.90316,High_spent_Medium_value_payments,412.80234,0,202402,""
"0x1e3ba",CUS_0x9ea,January,Emma Thomassona,23.0,"531-34-8176",Scientist,70851.84,3093.745,8.0,6.0,11.0,2.0,5.0,11.0,13.86,8.0,Standard,972.89,25.123383,394,Yes,97.0279,628.7329,Low_spent_Small_value_payments,158.97118,0,202401,""
"0xf051",CUS_0x4ddf,April,Malonep,30.0,"004-98-8424",Lawyer,40984.4,3655.3667,3.0,5.0,7.0,2.0,25.0,4.0,9.0,4.0,Good,292.09,33.97127,219,No,56.966457,154.72969,High_spent_Medium_value_payments,473.20505,0,202404,""
"0x1ffa4",CUS_0x86ed,July,Foo Yunt,36.0,"093-35-5868",Teacher,61117.29,4756.7246,8.0,8.0,17.0,-100.0,17.0,14.0,7.24,6.0,Standard,2139.33,36.402836,100,Yes,398.28476,441.19318,!@9#%8,53.1157,1,202407,""
"0x1cafd",CUS_0x4e60,April,Lawderr,40.0,"448-66-2016",Mechanic,17379.88,1657.3234,7.0,7.0,22.0,9.0,27.0,20.0,6.85,6.0,"",2383.67,39.902264,211,Yes,78.26612,127.73829,Low_spent_Small_value_payments,249.72792,1,202404,""
"0x10e6a",CUS_0xa262,May,Lisa Baertleinr,22.0,#F%$D@*&8,Lawyer,67639.38,5679.615,3.0,2.0,7.0,2.0,4.0,10.0,7.23,0.0,Good,423.26,24.13962,317,No,3518.0,227.3925,High_spent_Small_value_payments,504.32245,0,202405,""
"0x1ed9f",CUS_0x9435,February,Richwinec,36.0,"500-06-3724",Accountant,96027.16,7723.263,7.0,3.0,15.0,0.0,20.0,18.0,3.42,2.0,Standard,726.75,41.462856,200,Yes,0.0,158.14957,High_spent_Medium_value_payments,864.17676,0,202402,""
"0xe7f9",CUS_0xabc0,April,McCrankb,42.0,"993-68-8022",Developer,21336.9,1656.075,3.0,5.0,6.0,1.0,17.0,20.0,17.75,7.0,Standard,1338.82,25.350306,127,Yes,11.230332,87.29086,!@9#%8,357.0863,0,202404,""
"0x17229",CUS_0xab35,April,"",22.0,"927-09-5332",Engineer,89291.91,7740.9927,5.0,7.0,7.0,0.0,30.0,17.0,16.22,3.0,Standard,1166.88,37.307953,324,Yes,0.0,249.96707,!@9#%8,774.1322,0,202404,""
